ID,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
20816,2011,Othyus Jeffers,SG,25,WAS,16,1,314,13.7,0.553,0.065,0.742,8.8,15.1,11.8,9,2.8,0,13.6,13.4,0.4,0.3,0.7,0.104,-0.6,0.4,-0.2,0.1,30,62,0.484,1,4,0.25,29,58,0.5,0.492,30,46,0.652,25,40,65,19,17,0,13,31,91
20817,2011,Al Jefferson,C,26,UTA,82,82,2940,20.1,0.528,0,0.219,9.6,23.2,16.3,9.2,0.8,4.2,6.8,24.2,5.1,2.7,7.8,0.128,0,0.1,0.1,1.5,654,1319,0.496,0,0,,654,1319,0.496,0.496,220,289,0.761,235,559,794,149,46,153,105,238,1528
20818,2011,Richard Jefferson,SF,30,SAS,81,81,2459,12.4,0.612,0.478,0.304,2.6,11.8,7.3,6.5,0.8,1,11.3,15.4,3.7,2.1,5.9,0.115,1.1,0,1.2,2,304,642,0.474,135,307,0.44,169,335,0.504,0.579,148,195,0.759,54,256,310,107,38,34,93,164,891
20819,2011,Jared Jeffries,PF,29,TOT,42,9,601,8,0.375,0.105,0.337,11.7,10.3,11,8.1,2.6,2,17.5,8.8,0,0.5,0.6,0.045,-2.1,2.3,0.2,0.3,30,86,0.349,2,9,0.222,28,77,0.364,0.36,12,29,0.414,62,54,116,36,31,17,21,75,74
20820,2011,Jared Jeffries,PF,29,HOU,18,0,138,9.5,0.334,0.167,0.278,16.4,12.3,14.4,11.1,2.6,1.5,9,14.2,0,0.1,0.1,0.042,-1.9,1.3,-0.6,0,11,36,0.306,1,6,0.167,10,30,0.333,0.319,4,10,0.4,20,15,35,11,7,3,4,21,27
20821,2011,Jared Jeffries,PF,29,NYK,24,9,463,7.6,0.403,0.06,0.38,10.3,9.7,10,7.2,2.6,2.2,22.6,7.2,0.1,0.4,0.4,0.046,-2.2,2.6,0.4,0.3,19,50,0.38,1,3,0.333,18,47,0.383,0.39,8,19,0.421,42,39,81,25,24,14,17,54,47
20822,2011,Brandon Jennings,PG,21,MIL,63,61,2169,15.6,0.493,0.327,0.266,2.2,10.6,6.3,25.9,2.3,0.8,12.4,25.5,0.6,3.3,3.9,0.086,1.1,0.7,1.8,2.1,361,926,0.39,98,303,0.323,263,623,0.422,0.443,199,246,0.809,42,192,234,305,95,21,146,131,1019
20823,2011,Eugene Jeter,PG,27,SAC,62,1,858,11.1,0.46,0.116,0.158,1.2,8.3,4.6,28.4,1.7,0.2,15.5,16.5,0.2,0.5,0.7,0.037,-3,-2.4,-5.4,-0.7,106,259,0.409,6,30,0.2,100,229,0.437,0.421,37,41,0.902,9,61,70,162,29,2,51,54,255
20824,2011,Yi Jianlian,PF,23,WAS,63,11,1112,10.1,0.459,0.037,0.262,7.8,18,12.7,3.5,1.2,2.2,11.6,17.4,-0.4,0.8,0.4,0.016,-4.7,-1.2,-5.9,-1.1,145,347,0.418,3,13,0.231,142,334,0.425,0.422,62,91,0.681,79,169,248,25,27,32,51,115,355
20825,2011,Amir Johnson,PF,23,TOR,72,54,1853,17.6,0.608,0.002,0.323,11.8,17.8,14.7,6.8,1.5,3.6,10.9,15.3,4.4,1.2,5.6,0.146,1.5,1.1,2.7,2.2,281,495,0.568,0,1,0,281,494,0.569,0.568,126,160,0.788,189,272,461,81,53,88,69,263,688
20826,2011,Armon Johnson,PG,21,POR,38,0,277,9.3,0.497,0.119,0.218,4.7,11.5,7.9,28.1,1,0.3,25.6,25.1,-0.4,0.2,-0.3,-0.044,-4.4,-2.4,-6.8,-0.3,46,101,0.455,5,12,0.417,41,89,0.461,0.48,13,22,0.591,11,25,36,45,5,1,38,31,110
20827,2011,Chris Johnson,C,25,TOT,14,1,138,10.2,0.554,0,0.952,10.3,18.2,14.2,3.2,1.2,5.3,25.1,13.5,0,0.2,0.2,0.08,-4.9,2,-2.9,0,9,21,0.429,0,0,,9,21,0.429,0.429,15,20,0.75,12,20,32,3,3,9,10,21,33
20828,2011,Chris Johnson,C,25,POR,10,1,106,10.3,0.521,0,1,12.2,19.3,15.6,2.8,1.5,4.7,23.6,15,0,0.2,0.2,0.069,-5.1,1.3,-3.8,0,7,18,0.389,0,0,,7,18,0.389,0.389,13,18,0.722,11,16,27,2,3,6,8,18,27
20829,2011,Chris Johnson,C,25,BOS,4,0,32,9.9,0.773,0,0.667,4.1,14.5,9.6,4.5,0,7.3,34,8.8,0,0.1,0.1,0.118,-4.4,4.2,-0.1,0,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1,1,4,5,1,0,3,2,3,6
20830,2011,James Johnson,SF,23,TOT,38,25,822,12.6,0.505,0.143,0.3,5.2,15.4,10.2,16.4,2.1,3.4,19.3,18.2,-0.1,0.8,0.6,0.036,-1.9,1.9,0,0.4,108,237,0.456,8,34,0.235,100,203,0.493,0.473,47,71,0.662,37,105,142,89,33,37,64,95,271
20831,2011,James Johnson,SF,23,CHI,13,0,123,8.8,0.449,0.22,0.317,5.9,16.7,11.4,18.1,3.5,5.6,27.8,24.2,-0.4,0.3,0,-0.014,-6.3,5.1,-1.2,0,17,41,0.415,2,9,0.222,15,32,0.469,0.439,6,13,0.462,6,18,24,14,8,9,18,25,42
20832,2011,James Johnson,SF,23,TOR,25,25,699,13.2,0.517,0.128,0.296,5.1,15.1,10,16.1,1.8,3,17.2,17.1,0.2,0.4,0.6,0.044,-1.1,1.3,0.3,0.4,91,196,0.464,6,25,0.24,85,171,0.497,0.48,41,58,0.707,31,87,118,75,25,28,46,70,229
20833,2011,Joe Johnson,SG,29,ATL,72,72,2554,16.4,0.517,0.258,0.209,2.8,10.9,6.9,24,1,0.2,10.3,26.3,2.5,1.8,4.2,0.08,1.6,-1.8,-0.2,1.2,514,1161,0.443,89,300,0.297,425,861,0.494,0.481,195,243,0.802,59,232,291,338,47,7,146,131,1312
20834,2011,Trey Johnson,SG,26,TOT,8,0,94,8.3,0.455,0.091,0.303,2.5,6.5,4.4,17.4,0.5,0.8,11.8,20.2,0,0,0,-0.009,-3.7,-4,-7.6,-0.1,12,33,0.364,1,3,0.333,11,30,0.367,0.379,9,10,0.9,2,5,7,11,1,1,5,12,34
20835,2011,Trey Johnson,SG,26,TOR,7,0,81,7,0.418,0.1,0.267,2.9,7.5,5.1,20.2,0.6,0.9,13,21.3,-0.1,0,-0.1,-0.048,-4.4,-3.9,-8.3,-0.1,10,30,0.333,1,3,0.333,9,27,0.333,0.35,7,8,0.875,2,5,7,11,1,1,5,11,28
20836,2011,Trey Johnson,SG,26,LAL,1,0,13,16.2,0.773,0,0.667,0,0,0,0,0,0,0,13.6,0.1,0,0.1,0.23,0.8,-4.5,-3.7,0,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1,0,0,0,0,0,0,0,1,6
20837,2011,Wesley Johnson,SG,23,MIN,79,63,2069,10.2,0.491,0.424,0.135,2.7,10.4,6.4,11,1.4,2,11.6,16.8,0.4,0.9,1.3,0.03,-1.1,-0.4,-1.6,0.2,271,682,0.397,103,289,0.356,168,393,0.427,0.473,64,92,0.696,51,189,240,148,58,54,95,163,709
20838,2011,Dahntay Jones,SG,30,IND,45,2,589,13.7,0.558,0.182,0.421,0.8,11.4,6.1,9.5,1.7,0.9,10.9,21.4,0.6,0.6,1.2,0.102,-1.7,-1.4,-3.1,-0.2,100,214,0.467,14,39,0.359,86,175,0.491,0.5,69,90,0.767,4,61,65,33,20,7,31,70,283
20839,2011,Dominique Jones,SG,22,DAL,18,0,135,10.6,0.4,0.089,0.378,5.4,15.9,10.8,20.8,1.9,1.7,16,21.7,-0.2,0.2,0,0.007,-5.1,1.7,-3.4,0,14,45,0.311,0,4,0,14,41,0.341,0.311,14,17,0.824,6,19,25,19,5,3,10,7,42
20840,2011,James Jones,SF,30,MIA,81,8,1549,11.1,0.629,0.829,0.208,1.9,9.9,6.1,4.1,1,1,5.3,12,3,1.7,4.7,0.145,1.8,-0.9,0.9,1.1,146,346,0.422,123,287,0.429,23,59,0.39,0.6,60,72,0.833,23,137,160,43,29,19,21,129,475
20841,2011,Solomon Jones,C,26,IND,39,0,528,8.5,0.469,0.008,0.512,9.5,14.2,11.9,8.5,1.2,3,19.1,15.4,-0.2,0.6,0.5,0.042,-4.1,1.6,-2.6,-0.1,49,121,0.405,0,1,0,49,120,0.408,0.405,41,62,0.661,45,68,113,30,12,22,35,94,139
20842,2011,DeAndre Jordan,C,22,LAC,80,66,2047,14.8,0.648,0.003,0.636,11.9,20.9,16.5,3.2,1,5.4,18.8,11.7,2.6,2.6,5.2,0.122,-1.2,2.5,1.3,1.7,234,341,0.686,0,1,0,234,340,0.688,0.686,98,217,0.452,207,368,575,42,41,142,101,255,566
20843,2011,Chris Kaman,C,28,LAC,32,15,838,15.7,0.495,0,0.152,7.2,24.1,15.7,10,1,4.5,12.6,24.4,-0.2,1.1,0.8,0.047,-3.7,1.2,-2.5,-0.1,177,376,0.471,0,0,,177,376,0.471,0.471,43,57,0.754,51,174,225,46,16,48,58,75,397
20844,2011,Jason Kapono,SF,29,PHI,24,2,112,1.6,0.277,0.286,0.071,3.1,8.2,5.7,5,0.9,0.7,6.5,12.7,-0.3,0.1,-0.2,-0.07,-7.3,-1.1,-8.4,-0.2,7,28,0.25,1,8,0.125,6,20,0.3,0.268,1,2,0.5,3,8,11,4,2,1,2,4,16
20845,2011,Jason Kidd,PG,37,DAL,80,80,2653,14.4,0.5,0.656,0.129,1.6,13.4,7.7,35.4,2.7,0.8,22.1,14.3,2.5,3.9,6.4,0.116,1,2.1,3.1,3.4,215,596,0.361,133,391,0.34,82,205,0.4,0.472,67,77,0.87,35,316,351,655,134,29,179,119,630
20846,2011,Andrei Kirilenko,SF,29,UTA,64,62,1999,16.6,0.567,0.181,0.498,6,13.8,9.9,14.9,2.1,3,15,17.8,2.9,1.7,4.5,0.109,0.8,1.3,2.2,2.1,253,542,0.467,36,98,0.367,217,444,0.489,0.5,208,270,0.77,100,227,327,192,81,74,117,113,750
20847,2011,Linas Kleiza,SF,26,TOR,39,23,1032,10.1,0.502,0.323,0.16,4.1,16.5,10.2,6.2,1,0.5,13,21.7,-0.5,0.2,-0.3,-0.012,-2,-2.7,-4.7,-0.7,178,406,0.438,39,131,0.298,139,275,0.505,0.486,41,65,0.631,37,140,177,40,19,7,65,99,436
20848,2011,Kyle Korver,SG,29,CHI,82,0,1649,13,0.572,0.519,0.156,0.9,9.5,5.3,12.1,1.1,0.9,9.2,18.3,2.7,2.4,5.1,0.149,0.8,-0.9,0,0.8,242,557,0.434,120,289,0.415,122,268,0.455,0.542,77,87,0.885,12,138,150,124,35,20,60,156,681
20849,2011,Kosta Koufos,C,21,TOT,50,2,434,12.6,0.474,0.013,0.287,14.6,19.1,16.8,2.5,1.1,4.4,15.5,19.9,-0.2,0.4,0.2,0.027,-5.1,-1.5,-6.7,-0.5,68,150,0.453,0,2,0,68,148,0.459,0.453,24,43,0.558,57,73,130,7,10,25,31,59,160
20850,2011,Kosta Koufos,C,21,MIN,39,1,336,10.4,0.447,0.019,0.222,13.5,18.7,16,3.2,1.2,4.5,17.4,18.2,-0.3,0.3,0,-0.004,-5.5,-0.3,-5.8,-0.3,47,108,0.435,0,2,0,47,106,0.443,0.435,12,24,0.5,42,55,97,7,8,20,25,50,106
20851,2011,Kosta Koufos,C,21,DEN,11,1,98,20.3,0.536,0,0.452,18.2,20.6,19.4,0,1,3.9,10.6,25.6,0.1,0.1,0.3,0.133,-4,-5.7,-9.7,-0.2,21,42,0.5,0,0,,21,42,0.5,0.5,12,19,0.632,15,18,33,0,2,5,6,9,54
20852,2011,Nenad Krstic,C,27,TOT,71,67,1571,13.1,0.557,0,0.323,9.9,15.4,12.7,2.8,0.9,1.2,9.8,16.9,2.3,1.7,4,0.122,-1.6,-1.2,-2.7,-0.3,231,452,0.511,0,0,,231,452,0.511,0.511,113,146,0.774,124,211,335,27,26,25,56,184,575
20853,2011,Nenad Krstic,C,27,OKC,47,47,1018,12.5,0.534,0,0.216,9.2,14.4,11.9,3,0.9,1.2,9,16.4,1.2,0.8,2,0.096,-1.8,-1.5,-3.2,-0.3,152,305,0.498,0,0,,152,305,0.498,0.498,53,66,0.803,77,130,207,19,18,17,33,107,357
20854,2011,Nenad Krstic,C,27,BOS,24,20,553,14.3,0.598,0,0.544,11.1,17,14.2,2.3,0.8,1.1,11.2,17.8,1,0.9,2,0.17,-1.2,-0.6,-1.8,0,79,147,0.537,0,0,,79,147,0.537,0.537,60,80,0.75,47,81,128,8,8,8,23,77,218
20855,2011,Carl Landry,PF,27,TOT,76,26,2008,14.8,0.555,0.006,0.419,9.3,10.8,10,5.2,1,1.2,11.8,20.5,2.8,1.3,4.1,0.098,-0.8,-1.2,-2,0,345,687,0.502,0,4,0,345,683,0.505,0.502,213,288,0.74,165,182,347,63,40,32,109,196,903
20856,2011,Carl Landry,PF,27,SAC,53,16,1406,14.7,0.545,0.006,0.444,10,10.5,10.2,5.7,1.1,1,12.4,20.3,1.8,0.7,2.5,0.086,-0.7,-1.3,-2,0,238,484,0.492,0,3,0,238,481,0.495,0.492,155,215,0.721,127,126,253,50,30,20,82,125,631
20857,2011,Carl Landry,PF,27,NOH,23,10,602,15.2,0.578,0.005,0.36,7.6,11.4,9.5,3.8,0.9,1.7,10.3,20.8,1,0.6,1.6,0.125,-0.8,-0.9,-1.7,0,107,203,0.527,0,1,0,107,202,0.53,0.527,58,73,0.795,38,56,94,13,10,12,27,71,272
20858,2011,Acie Law,PG,26,TOT,51,0,726,9.9,0.502,0.194,0.344,1.9,8.2,5,16.3,2.2,0,16.7,15.7,0.1,0.3,0.4,0.027,-3,-1.9,-4.8,-0.5,81,186,0.435,6,36,0.167,75,150,0.5,0.452,47,64,0.734,12,51,63,84,32,0,43,61,215
20859,2011,Acie Law,PG,26,MEM,11,0,94,0.4,0.256,0.316,0.526,3.8,10.3,7,19.3,2.2,0,29.9,16,-0.4,0.1,-0.3,-0.138,-8,-0.3,-8.3,-0.1,3,19,0.158,0,6,0,3,13,0.231,0.158,6,10,0.6,3,8,11,14,4,0,10,10,12
20860,2011,Acie Law,PG,26,GSW,40,0,632,11.3,0.532,0.18,0.323,1.6,7.9,4.7,15.9,2.2,0,14.7,15.6,0.5,0.2,0.7,0.052,-2.2,-2.1,-4.3,-0.4,78,167,0.467,6,30,0.2,72,137,0.526,0.485,41,54,0.759,9,43,52,70,28,0,33,51,203
20861,2011,Gani Lawal,PF,22,PHO,1,0,2,-9.1,,,,0,0,0,0,0,0,,0,0,0,0,-0.009,-5.4,0.5,-4.9,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
20862,2011,Ty Lawson,PG,23,DEN,80,31,2103,17.9,0.593,0.249,0.327,3.8,7.6,5.7,28.3,1.9,0.1,14.8,19.6,5.1,1.6,6.7,0.153,3.1,-1.2,1.9,2.1,346,688,0.503,69,171,0.404,277,517,0.536,0.553,172,225,0.764,67,142,209,377,80,4,137,133,933
20863,2011,Courtney Lee,SG,25,HOU,81,1,1723,12.6,0.534,0.302,0.208,3.3,10.4,6.9,8.9,1.7,0.7,9.8,17.9,1.6,1.1,2.7,0.076,-0.5,-0.9,-1.4,0.2,253,576,0.439,71,174,0.408,182,402,0.453,0.501,95,120,0.792,51,158,209,100,58,18,68,102,672
20864,2011,David Lee,PF,27,GSW,73,73,2634,17.8,0.549,0.003,0.273,9.1,21.9,15.4,14,1.4,0.9,13.4,21.2,4.1,2,6,0.11,0.1,0.1,0.3,1.5,496,978,0.507,1,3,0.333,495,975,0.508,0.508,210,267,0.787,217,497,714,233,74,31,170,211,1203
20865,2011,Rashard Lewis,SF-PF,31,TOT,57,52,1824,12,0.535,0.419,0.165,4.4,14,9.1,8.1,1.5,1.3,12.2,17.6,1.2,1.9,3,0.079,-0.2,0.3,0.2,1,252,582,0.433,87,244,0.357,165,338,0.488,0.508,77,96,0.802,71,219,290,92,52,30,87,159,668
20866,2011,Rashard Lewis,PF,31,ORL,25,25,810,11,0.524,0.444,0.167,3.4,11.7,7.6,5.9,1.4,1,10.8,18.6,0.3,1.2,1.5,0.091,-0.6,0.8,0.2,0.4,113,270,0.419,44,120,0.367,69,150,0.46,0.5,34,45,0.756,23,83,106,29,22,10,35,63,304
20867,2011,Rashard Lewis,SF,31,WAS,32,27,1014,12.8,0.544,0.397,0.163,5.2,15.9,10.4,9.9,1.5,1.5,13.5,16.8,0.8,0.7,1.5,0.07,0.2,0,0.1,0.5,139,312,0.446,43,124,0.347,96,188,0.511,0.514,43,51,0.843,48,136,184,63,30,20,52,96,364
20868,2011,Jeremy Lin,PG,22,GSW,29,0,285,14.8,0.458,0.069,0.347,4.7,8.9,6.8,20.4,5.9,2.4,17.8,15.6,0,0.4,0.5,0.078,-2.4,3,0.6,0.2,28,72,0.389,1,5,0.2,27,67,0.403,0.396,19,25,0.76,12,22,34,42,33,9,18,31,76
20869,2011,Shaun Livingston,PG,25,CHA,73,0,1261,14.3,0.53,0.01,0.315,2.8,11.6,7.2,22.5,2,1.9,16.3,20.1,0.7,1.2,1.9,0.073,-2,0.1,-1.9,0,185,397,0.466,1,4,0.25,184,393,0.468,0.467,108,125,0.864,29,120,149,164,47,29,88,109,479
20870,2011,Brook Lopez,C,22,NJN,82,82,2889,19.3,0.549,0.001,0.374,7.8,12.3,10,8.8,0.9,3.2,10.4,27.3,4.4,1.9,6.3,0.105,0.6,-0.4,0.1,1.5,644,1309,0.492,0,1,0,644,1308,0.492,0.492,385,489,0.787,197,291,488,129,47,120,176,240,1673
20871,2011,Robin Lopez,C,22,PHO,67,56,991,13.9,0.539,0,0.28,9.5,15.6,12.6,1.3,0.9,3.4,10.7,20.4,0.8,0.8,1.5,0.074,-3.3,-1.6,-4.9,-0.7,179,357,0.501,0,0,,179,357,0.501,0.501,74,100,0.74,82,134,216,8,18,45,48,143,432
20872,2011,Kevin Love,PF,22,MIN,73,73,2611,24.3,0.593,0.206,0.486,13.7,34.2,23.6,11.8,0.9,0.8,11.1,22.9,8.9,2.5,11.4,0.21,3.9,-0.2,3.7,3.8,482,1026,0.47,88,211,0.417,394,815,0.483,0.513,424,499,0.85,330,782,1112,184,45,28,155,148,1476
20873,2011,Kyle Lowry,PG,24,HOU,75,71,2563,16.5,0.55,0.424,0.31,3.9,9.7,6.8,29.4,2,0.6,14.7,18.6,5.1,1.8,7,0.13,3.1,-0.4,2.7,3,345,809,0.426,129,343,0.376,216,466,0.464,0.506,192,251,0.765,89,220,309,500,102,23,158,207,1011
20874,2011,John Lucas,PG,28,CHI,2,0,10,-0.1,0.258,0.333,0.667,0,0,0,15,0,0,0,17.8,0,0,0,-0.121,-8.9,-6.9,-15.8,0,1,3,0.333,0,1,0,1,2,0.5,0.333,0,2,0,0,0,0,1,0,0,0,0,2
20875,2011,Corey Maggette,SF,31,MIL,67,18,1401,15.8,0.573,0.14,0.581,3.6,16.8,10,11.3,0.8,0.3,15.3,27.7,1.5,1.9,3.4,0.115,-1.3,-1.4,-2.7,-0.2,253,559,0.453,28,78,0.359,225,481,0.468,0.478,271,325,0.834,44,197,241,84,21,5,127,175,805
20876,2011,Jamaal Magloire,C,32,MIA,18,0,158,12.7,0.585,0,0.818,13.6,31.2,22.9,2.8,1.3,1,14.3,10.3,0.3,0.3,0.6,0.172,-2.5,-0.1,-2.7,0,13,22,0.591,0,0,,13,22,0.591,0.591,9,18,0.5,17,44,61,3,4,2,5,26,35
20877,2011,Ian Mahinmi,C,24,DAL,56,0,488,13.7,0.645,0.02,0.837,10.7,17.8,14.4,2.5,1.5,2.3,15.7,15.3,1,0.8,1.8,0.177,-1.3,0.8,-0.6,0.2,55,98,0.561,0,2,0,55,96,0.573,0.561,63,82,0.768,43,77,120,8,14,15,25,105,173
20878,2011,Shawn Marion,SF,32,DAL,80,27,2253,17,0.551,0.04,0.197,9.1,19.2,14.3,8.3,1.6,1.7,12.5,21.5,2.3,3.4,5.6,0.12,-0.7,1.8,1.2,1.8,434,834,0.52,5,33,0.152,429,801,0.536,0.523,126,164,0.768,168,383,551,110,68,50,130,144,999
20879,2011,Sean Marks,C,35,POR,29,0,208,4.9,0.473,0.045,0.182,9,14.8,11.8,2.9,0.8,2,18.8,13.1,-0.1,0.2,0.1,0.019,-5.3,-0.7,-6,-0.2,19,44,0.432,2,2,1,17,42,0.405,0.455,5,8,0.625,16,24,40,4,3,5,11,44,45
20880,2011,Cartier Martin,SF,26,WAS,52,1,542,11.7,0.524,0.544,0.22,4.1,11.8,7.8,5.2,1.7,0.8,7.4,17.6,0.5,0.3,0.8,0.071,-0.3,-2.7,-3,-0.1,71,182,0.39,39,99,0.394,32,83,0.386,0.497,28,40,0.7,20,54,74,18,18,6,16,52,209
20881,2011,Kenyon Martin,PF,33,DEN,48,48,1233,14.1,0.526,0.025,0.199,6.5,20.9,13.9,13.6,1.8,2.2,13,16.4,1,1.6,2.7,0.104,-0.9,2.7,1.8,1.2,185,362,0.511,2,9,0.222,183,353,0.518,0.514,42,72,0.583,67,230,297,109,43,35,59,136,414
20882,2011,Kevin Martin,SG,27,HOU,80,80,2603,21.4,0.601,0.362,0.528,1.2,10,5.6,13,1.6,0.4,10.5,29.6,8,1.5,9.5,0.175,4.4,-2.8,1.6,2.3,553,1267,0.436,176,459,0.383,377,808,0.467,0.506,594,669,0.888,28,230,258,198,80,15,184,155,1876
20883,2011,Roger Mason,SG,30,NYK,26,0,319,7.1,0.461,0.571,0.13,1.8,13.7,7.7,8.8,0.9,0.5,6.9,12.2,0.1,0.1,0.2,0.029,-2.4,-2,-4.4,-0.2,26,77,0.338,16,44,0.364,10,33,0.303,0.442,7,10,0.7,5,38,43,20,6,2,6,25,75
20884,2011,Wesley Matthews,SG,24,POR,82,69,2758,15.5,0.582,0.386,0.322,2,9.7,5.7,10.2,2,0.3,11,21.3,5,2.3,7.2,0.126,2.1,-1.1,1.1,2.1,440,979,0.449,154,378,0.407,286,601,0.476,0.528,266,315,0.844,48,210,258,164,102,9,138,195,1300
20885,2011,Jason Maxiell,PF,27,DET,57,14,930,9.4,0.51,0,0.524,8.3,14.7,11.4,2.7,1.4,1.8,15.9,13.9,0,0.4,0.5,0.024,-3.6,-0.9,-4.5,-0.6,93,189,0.492,0,0,,93,189,0.492,0.492,51,99,0.515,66,107,173,17,24,21,44,92,237
20886,2011,Eric Maynor,PG,23,OKC,82,0,1200,11.7,0.485,0.288,0.177,2.5,9.1,5.9,30.3,1.5,0.4,17.7,16.5,0.7,0.8,1.5,0.061,-1.2,-2.1,-3.4,-0.4,134,333,0.402,37,96,0.385,97,237,0.409,0.458,43,59,0.729,25,96,121,238,35,6,77,96,348
20887,2011,O.J. Mayo,SG,23,MEM,71,17,1869,12.6,0.499,0.353,0.175,2.2,8.7,5.4,12.1,2,1.1,11,21.8,0.5,1.9,2.4,0.062,-0.2,-0.9,-1.1,0.4,304,747,0.407,96,264,0.364,208,483,0.431,0.471,99,131,0.756,35,135,170,145,73,26,99,127,803
20888,2011,Luc Mbah,PF,24,MIL,79,52,2093,11.5,0.518,0.016,0.439,9.2,14.3,11.7,5.3,1.8,1.1,13.1,13.1,1.5,3.3,4.8,0.109,-2.3,2.2,0,1,198,428,0.463,0,7,0,198,421,0.47,0.463,133,188,0.707,169,251,420,68,72,28,77,180,529
20889,2011,Antonio McDyess,PF,36,SAS,73,16,1387,12.8,0.516,0.003,0.224,10.5,22.3,16.5,9,1.3,2,16,14.9,1,2.1,3,0.105,-2.2,2.2,0,0.7,169,344,0.491,0,1,0,169,343,0.493,0.491,52,77,0.675,122,273,395,84,36,39,72,163,390
20890,2011,JaVale McGee,C,23,WAS,79,75,2193,17.4,0.566,0.005,0.381,11.2,22.2,16.5,2.8,1,6.7,12.6,16.3,2.7,2.5,5.3,0.115,-1.8,1.7,-0.1,1,332,604,0.55,0,3,0,332,601,0.552,0.55,134,230,0.583,223,411,634,38,41,193,102,232,798
20891,2011,Tracy McGrady,SG,31,DET,72,39,1686,14.9,0.503,0.171,0.251,3.4,15.4,9.1,23.6,2.1,1.6,15.2,18.6,1,1.1,2.1,0.061,-0.5,0.2,-0.3,0.7,227,514,0.442,30,88,0.341,197,426,0.462,0.471,90,129,0.698,49,202,251,252,66,34,102,101,574
20892,2011,Dominic McGuire,SF,25,CHA,52,8,760,10.4,0.437,0.011,0.214,10,21.8,15.9,9,0.7,3.5,11.2,13.8,0.1,0.9,0.9,0.059,-4,1.5,-2.5,-0.1,72,182,0.396,0,2,0,72,180,0.4,0.396,30,39,0.769,63,136,199,43,10,33,25,94,174
20893,2011,Josh McRoberts,PF,23,IND,72,51,1597,16,0.608,0.155,0.308,7.6,18.8,13.3,15,1.5,2.6,17.5,14.7,2.6,2.2,4.9,0.147,0.4,2.5,2.9,2,211,386,0.547,23,60,0.383,188,326,0.577,0.576,88,119,0.739,109,273,382,150,47,57,93,165,533
20894,2011,Jodie Meeks,SG,23,PHI,74,64,2062,12.6,0.6,0.611,0.298,1.2,8.4,4.8,5.7,1.6,0.1,8.5,15.7,3.2,1.9,5.1,0.12,1.6,-1,0.6,1.4,242,570,0.425,138,348,0.397,104,222,0.468,0.546,152,170,0.894,21,150,171,78,63,4,60,97,774
20895,2011,Pops Mensah-Bonsu,PF,27,NOH,7,0,35,-0.1,0.333,0,0,10.4,28,19.1,8,0,0,40,6.8,0,0,0,0.013,-6.6,1.2,-5.4,0,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,3,8,11,2,0,0,2,11,2
20896,2011,C.J. Miles,SF,23,UTA,78,19,1969,14.4,0.507,0.377,0.218,3.3,12.4,7.8,11.7,2,1.6,8.6,25.1,1.2,1.3,2.5,0.061,0.4,-2.1,-1.6,0.2,366,899,0.407,109,339,0.322,257,560,0.459,0.468,159,196,0.811,54,201,255,135,74,38,93,221,1000
20897,2011,Darko Milicic,C,25,MIN,69,69,1686,12.2,0.482,0,0.199,8.5,15.4,11.8,9.9,1.6,6.3,19.4,19.7,-1.5,1.7,0.2,0.007,-3.8,3,-0.8,0.5,271,578,0.469,0,0,,271,578,0.469,0.469,64,115,0.557,133,227,360,104,54,140,151,229,606
20898,2011,Andre Miller,PG,34,POR,81,81,2650,17.8,0.529,0.044,0.346,4.3,9.9,7,35.7,2.3,0.4,16.8,20.6,4.6,2.4,7,0.127,1.3,-0.2,1.1,2.1,388,844,0.46,4,37,0.108,384,807,0.476,0.462,249,292,0.853,97,205,302,566,114,12,197,171,1029
20899,2011,Brad Miller,C,34,HOU,60,5,1015,16.3,0.566,0.361,0.318,4.9,19.9,12.4,21.4,1.4,1.4,13.8,17,2,1,3,0.142,1.2,0.6,1.7,0.9,132,296,0.446,40,107,0.374,92,189,0.487,0.514,78,94,0.83,44,178,222,145,28,21,54,98,382
20900,2011,Mike Miller,SG,30,MIA,41,2,838,9.7,0.525,0.584,0.168,5.7,19.5,13,9.1,1.3,0.2,15.9,14.4,0.4,1.2,1.6,0.09,-0.8,0.2,-0.6,0.3,81,202,0.401,43,118,0.364,38,84,0.452,0.507,23,34,0.676,38,146,184,51,20,2,41,88,228
20901,2011,Patty Mills,PG,22,POR,64,0,783,13,0.506,0.405,0.143,2.8,5.2,4,24.3,1.9,0.1,15.1,24.5,0.2,0.5,0.7,0.044,-0.1,-3.5,-3.6,-0.3,135,328,0.412,47,133,0.353,88,195,0.451,0.483,36,47,0.766,19,32,51,109,27,1,62,63,353
